handle,n_reels_in_topics,max_views,median_views,sum_views,n_topics,topics
liolaliola,1,59200,59200,59200,1,beach-house
windowsandwoods,1,59200,59200,59200,1,outdoor-living
cozyhome0.3,1,59100,59100,59100,1,cozy-cabin
virtuosoltd,1,58400,58400,58400,1,luxury-hotel
seputargumelar,1,58400,58400,58400,1,rain-sounds
capsulecastleyfl,1,58100,58100,58100,1,capsule-castle-luxury-space-capsule-houses
studio.lux.interiors,1,57800,57800,57800,1,interior-styling
street_worksltd,1,57400,57400,57400,1,a-frame-cabin
shltr,3,57200,55400,166000,3,indoor-pool;mediterranean-house;underwater-hotel
tinkerbelltik,1,57000,57000,57000,1,rooftop-pool
wishcraft_africa,1,56900,56900,56900,1,hotel-design
at_the_barkers,1,56600,56600,56600,1,hotel-suite-design-ideas
zenqarchitecture,1,56300,56300,56300,2,luxury-apartment;luxury-apartment-interior-design-ideas-2026
thebillionaire_vibe_,1,55800,55800,55800,1,luxury-mansion
keylead_media,1,55600,55600,55600,1,underground-house
nairobi___spaces,1,55500,55500,55500,1,best-rooftop-pools
ehousing.jp,1,54800,54800,54800,1,tokyo-apartment
chennai_ecrvilla,1,54500,54500,54500,1,luxury-villa-with-pool
tropicallifemagazine,1,53700,53700,53700,1,bali-infinity-pool-villas
iamsaqibmanzoor,1,53500,53500,53500,1,mountain-house
scifiscapes,1,53200,53200,53200,1,futuristic-architecture
iwouldstaythere,1,53200,53200,53200,1,bali-luxury-villas-with-private-pools
suren.space,1,53000,53000,53000,1,biophilic-bedroom-design
nstudiainteriors,1,52900,52900,52900,1,luxury-bathroom-design
aluminium_glass_design,1,52400,52400,52400,1,rooftop-terrace
homebunch,1,52100,52100,52100,1,organic-modern-kitchen-designs
visual.aset,1,52000,52000,52000,1,desert-house
